question	answer	class
In New Zealand what is a Punga	Mortie and Ferdie	0
In New Zealand what is a Punga	Henry Fonda 	0
In Feng Shui what colour inspires passion	Pink	1
In Feng Shui what colour inspires passion	Sing	0
In Feng Shui what colour inspires passion	Radio Keith Orphium	0
In Feng Shui what colour inspires passion	Akala	0
In English superstition what bird should you wish good day	Magpie else bad luck	1
In English superstition what bird should you wish good day	Peru	0
In English superstition what bird should you wish good day	Potato	0
In English superstition what bird should you wish good day	Doves	0
What city was known as Christiana until 1925	Oslo - Sweden	1
What city was known as Christiana until 1925	Elks	0
What city was known as Christiana until 1925	Line Dancing	0
What city was known as Christiana until 1925	Pears	0
William Hartnell was the first to play what TV character	Dr Who	1
William Hartnell was the first to play what TV character	Bill Wyman	0
William Hartnell was the first to play what TV character	John L Sullivan	0
William Hartnell was the first to play what TV character	Stuart Sutcliffe	0
Who wrote the play " What the Butler saw "	Joe Orton	1
Who wrote the play " What the Butler saw "	Dominican Republic	0
Who wrote the play " What the Butler saw "	Clouds - Meteorology	0
Who wrote the play " What the Butler saw "	HMV dog	0
In 1998 the space probe Luna Perfecta found what on the moon	Ice	1
In 1998 the space probe Luna Perfecta found what on the moon	Lou Costello	0
In 1998 the space probe Luna Perfecta found what on the moon	Venus 	0
In 1998 the space probe Luna Perfecta found what on the moon	Taking Baths	0
What sea is directly north of Poland	Baltic sea	1
What sea is directly north of Poland	Flight	0
What sea is directly north of Poland	Paddington Bear	0
What sea is directly north of Poland	Sharon Stone	0
What was the original filling of the savaloy sausage	Pigs Brains	1
What was the original filling of the savaloy sausage	Carl Perkins	0
What was the original filling of the savaloy sausage	Switzerland	0
What was the original filling of the savaloy sausage	River	0
Carlos Menim was elected president of what country in 1989	Argentina	1
Carlos Menim was elected president of what country in 1989	Coffee picking contest	0
Carlos Menim was elected president of what country in 1989	Playboy bunny	0
Carlos Menim was elected president of what country in 1989	Sergeant Joe Friday	0
In Natoma Kansas illegal to throw knives at people wearing what	Stripped Shirts	1
In Natoma Kansas illegal to throw knives at people wearing what	Elvis Presley	0
In Natoma Kansas illegal to throw knives at people wearing what	Tennessee	0
In Natoma Kansas illegal to throw knives at people wearing what	India	0
What is the Tibetan Yab Yum	A sexual position	1
What is the Tibetan Yab Yum	Jersey Jo Walcott	0
What is the Tibetan Yab Yum	James II	0
What is the Tibetan Yab Yum	Five cents	0
Crossair originated in what European country	Switzerland	1
Crossair originated in what European country	Loving and Giving	0
Crossair originated in what European country	Disney Snow White	0
Crossair originated in what European country	Scrabble	0
What is the name of the cranial bone just above your ear	Temporal	1
What is the name of the cranial bone just above your ear	Chilli	0
What is the name of the cranial bone just above your ear	Old style dances	0
What is the name of the cranial bone just above your ear	Banking it’s a bank	0
Who led the Soviets when they invaded Hungary in 1956	Nikita Khruschcev	1
Who led the Soviets when they invaded Hungary in 1956	Ivanhoe	0
Who led the Soviets when they invaded Hungary in 1956	Big words	0
Who led the Soviets when they invaded Hungary in 1956	Annoconda	0
What tennis player made it to finals US open 8 times in 80s	Ivan Lendl	1
What tennis player made it to finals US open 8 times in 80s	Harriot Vane	0
What tennis player made it to finals US open 8 times in 80s	Viagra	0
What tennis player made it to finals US open 8 times in 80s	1984 George Orwell	0
What musical direction comes from the Italian meaning cheerful	Allegro	1
What musical direction comes from the Italian meaning cheerful	Playboy Bunny Girls	0
What musical direction comes from the Italian meaning cheerful	Bachelors	0
What musical direction comes from the Italian meaning cheerful	Rosemary	0
What nationality was Fredrick Chopin	Polish	1
What nationality was Fredrick Chopin	Ice Skating	0
What nationality was Fredrick Chopin	Venereal disease	0
What nationality was Fredrick Chopin	Paraguay	0
Which Nobel Prize is not awarded annually in Stockholm	Peace	1
Which Nobel Prize is not awarded annually in Stockholm	Nemesis	0
Which Nobel Prize is not awarded annually in Stockholm	Bee	0
Which Nobel Prize is not awarded annually in Stockholm	Liberace	0
What book translates as My Struggle	Mein Kampf	1
What book translates as My Struggle	Barbed Wire	0
What book translates as My Struggle	James J Braddock	0
What book translates as My Struggle	Club Sandwich	0
When a satellite is closest to Earth its position is called what	Perigee	1
When a satellite is closest to Earth its position is called what	Michelangelo	0
When a satellite is closest to Earth its position is called what	Barber of Seville	0
When a satellite is closest to Earth its position is called what	Wool	0
What can keep for up to 4 years if stored in a cool dark place	Standard Condoms	1
What can keep for up to 4 years if stored in a cool dark place	A Moustache	0
What can keep for up to 4 years if stored in a cool dark place	Dog	0
What can keep for up to 4 years if stored in a cool dark place	Gulliver's Travels	0
What French relish sounds like a machine gun firing	Ratatouille	1
What French relish sounds like a machine gun firing	Jingles	0
What French relish sounds like a machine gun firing	Frank Sinatra	0
What French relish sounds like a machine gun firing	Venus - 5% smaller	0
Fundador is a potent brandy made in what country	Spain	1
Fundador is a potent brandy made in what country	Adelaide - Australia	0
Fundador is a potent brandy made in what country	Wine Tasting	0
Fundador is a potent brandy made in what country	Telephone Directory	0
Who directed Serpico	Sidney Lumet	1
Who directed Serpico	Edinburgh	0
Who directed Serpico	Goldfinger	0
Who directed Serpico	The Robin	0
Type of precious stone has a name literally means blue rock	Lapis Lazuli	1
Type of precious stone has a name literally means blue rock	Jeans - Levi Struss	0
Type of precious stone has a name literally means blue rock	Denmark	0
Type of precious stone has a name literally means blue rock	Snoopy – Peanuts	0
A Russian space programs name meant East what was it	Vostok	1
A Russian space programs name meant East what was it	Looking backwards	0
A Russian space programs name meant East what was it	Diarrhoea	0
A Russian space programs name meant East what was it	Anything Yellow	0
Which Greek hero finally tamed Pegasus	Bellerophon	1
Which Greek hero finally tamed Pegasus	Tomato Juice	0
Which Greek hero finally tamed Pegasus	Saint Boniface	0
Which Greek hero finally tamed Pegasus	Three Monkeys	0
What is the Western ( cowboy ) name for a motherless calf	Dogie	1
What is the Western ( cowboy ) name for a motherless calf	Sir Christopher Wren	0
What is the Western ( cowboy ) name for a motherless calf	Go to College	0
What is the Western ( cowboy ) name for a motherless calf	A Nunnery	0
The PH scale measures acid or alkali what's PH stand for	Potential of Hydrogen	1
The PH scale measures acid or alkali what's PH stand for	Giraffe	0
The PH scale measures acid or alkali what's PH stand for	Bad Breath - Halitosis	0
The PH scale measures acid or alkali what's PH stand for	Car Accident	0
What character Tamed the Shrew in the Shakespeare play	Petrucchio	1
What character Tamed the Shrew in the Shakespeare play	Kings headband	0
What character Tamed the Shrew in the Shakespeare play	Horse racing	0
What character Tamed the Shrew in the Shakespeare play	Tofu	0
Casanova ate fifty each morning to increase potency 50 what	Oysters	1
Casanova ate fifty each morning to increase potency 50 what	Sherlock Holmes	0
Casanova ate fifty each morning to increase potency 50 what	I am Stupid	0
Casanova ate fifty each morning to increase potency 50 what	Skiing	0
In sport what stands four feet by six feet	An Ice Hockey Net	1
In sport what stands four feet by six feet	Peaches	0
In sport what stands four feet by six feet	Great White Shark	0
In sport what stands four feet by six feet	Tin and Lead	0
What name is given to the smallest type of liquor glass	Cordial	1
What name is given to the smallest type of liquor glass	Uranus	0
What name is given to the smallest type of liquor glass	Harold	0
What name is given to the smallest type of liquor glass	Sumo wrestling	0
What was Heindrich Himler's job before lead Gestapo in WW2	Chicken Farmer	1
What was Heindrich Himler's job before lead Gestapo in WW2	Desert	0
What was Heindrich Himler's job before lead Gestapo in WW2	Crime in progress	0
What was Heindrich Himler's job before lead Gestapo in WW2	Bleak House	0
What author criticised evangelism in his novel Elmer Gantry	Sinclair Lewis	1
What author criticised evangelism in his novel Elmer Gantry	France	0
What author criticised evangelism in his novel Elmer Gantry	If you Masturbate	0
What author criticised evangelism in his novel Elmer Gantry	Buck	0
What was the first man made object to leave the solar system	Pioneer 10	1
What was the first man made object to leave the solar system	Cat Breeds	0
What was the first man made object to leave the solar system	Mirror	0
What was the first man made object to leave the solar system	Sudan	0
What holiday is called Head of the World in the Jewish faith	Rosh Hashanah	1
What holiday is called Head of the World in the Jewish faith	Beds	0
What holiday is called Head of the World in the Jewish faith	Biscuit fired Pottery	0
What holiday is called Head of the World in the Jewish faith	The Harvest	0
What gemstone has a name literally meaning not intoxicated	Amethyst	1
What gemstone has a name literally meaning not intoxicated	Delmonicos	0
What gemstone has a name literally meaning not intoxicated	Taxi	0
What gemstone has a name literally meaning not intoxicated	Henry	0
Who starred in Ceiling Zero as a pilot	James Cagney	1
Who starred in Ceiling Zero as a pilot	Butterfly Bush	0
Who starred in Ceiling Zero as a pilot	Between its ears	0
Who starred in Ceiling Zero as a pilot	Artichokes	0
Italians often eat a whole what to cover garlicky breath	Coffee Bean	1
Italians often eat a whole what to cover garlicky breath	Jai Alai	0
Italians often eat a whole what to cover garlicky breath	Alcohol	0
Italians often eat a whole what to cover garlicky breath	Pornographic film	0
What is the longest river in western Europe	The Volga	1
What is the longest river in western Europe	Alice in Wonderland	0
What is the longest river in western Europe	Pornography	0
What is the longest river in western Europe	Cosmetics	0
In Oxford Ohio its illegal for a woman to disrobe where	Before a mans picture	1
In Oxford Ohio its illegal for a woman to disrobe where	South Pacific	0
In Oxford Ohio its illegal for a woman to disrobe where	Paper	0
In Oxford Ohio its illegal for a woman to disrobe where	His Urine	0
Celibate Egyptian priests were forbidden to eat what aphrodisiac	Onions	1
Celibate Egyptian priests were forbidden to eat what aphrodisiac	Vibrator	0
Celibate Egyptian priests were forbidden to eat what aphrodisiac	France	0
Celibate Egyptian priests were forbidden to eat what aphrodisiac	Subbuteo	0
The Italian for tail what comes at the end of a musical score	Coda	1
The Italian for tail what comes at the end of a musical score	Sheet Bend	0
The Italian for tail what comes at the end of a musical score	Potato	0
The Italian for tail what comes at the end of a musical score	Patel	0
Caesar Salad originated in which country	Mexico	1
Caesar Salad originated in which country	Topper	0
Caesar Salad originated in which country	Marchioness	0
Caesar Salad originated in which country	Po	0
In Schulter Okalahoma illegal for towel wearing women do what	Gamble	1
In Schulter Okalahoma illegal for towel wearing women do what	Moammar Qaddhaffi	0
In Schulter Okalahoma illegal for towel wearing women do what	A Piano Tuner	0
In Schulter Okalahoma illegal for towel wearing women do what	Frank and Stein	0
Bacardi and Carioca rums come from what country	Costa Rico	1
Bacardi and Carioca rums come from what country	Gizzard	0
Bacardi and Carioca rums come from what country	Happy hours	0
Bacardi and Carioca rums come from what country	Canada	0
In RKO movies what does RKO stand for	Radio Keith Orphium	1
In RKO movies what does RKO stand for	Sergeant Peppers	0
In RKO movies what does RKO stand for	Tutankhamens Coffin	0
In RKO movies what does RKO stand for	Hat	0
What golden yellow gem sounds like a fruit related to lemons	Citrine	1
